STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_VEHICLE_LIST_CARGO_LIST                                     :{STRING}，货物: {CARGO_LIST}
STR_VEHICLE_LIST_RELIABILITY                                    :{STRING}，可靠度: {COMMA}%
STR_VEHICLE_LIST_RELIABILITY_RED                                :{STRING}，可靠度: {RED}{COMMA}%
STR_VEHICLE_LIST_MAX_SPEED                                      :{STRING}，最高速度: {VELOCITY}
STR_VEHICLE_LIST_ENGINE_BUILT                                   :{STRING}，型号: {ENGINE}，建造于: {NUM}
STR_VEHICLE_LIST_VALUE                                          :{STRING}，价格: {CURRENCY_LONG}
STR_VEHICLE_LIST_LENGTH                                         :{STRING}，长度: {DECIMAL} 格
STR_VEHICLE_LIST_TIME_TO_LIVE                                   :{STRING}，寿命: 剩余 {COMMA} 年
STR_VEHICLE_LIST_TIME_TO_LIVE_RED                               :{STRING}，寿命: 剩余 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIME_TO_LIVE_OVERDUE                           :{STRING}，寿命: 超出 {RED}{COMMA} {BLACK}年
STR_VEHICLE_LIST_TIMETABLE_DELAY_LATE                           :{STRING}，时刻表状态: 晚点{RED}{STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_EARLY                          :{STRING}，时刻表状态: 提前{STRING}
STR_VEHICLE_LIST_TIMETABLE_DELAY_ON_TIME                        :{STRING}，时刻表状态: 准时
STR_VEHICLE_LIST_ORDER_OCCUPANCY_AVERAGE                        :{STRING}，平均负载率: {COMMA}%

STR_VEHICLE_LIST_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING} (寿命: {CURRENCY_LONG})
STR_VEHICLE_LIST_CANCEL_DEPOT_SERVICE                           :取消维修/送往
STR_VEHICLE_LIST_SEND_TRAIN_TO_DEPOT_SELL                       :回库并卖出
STR_VEHICLE_LIST_SEND_ROAD_VEHICLE_TO_DEPOT_SELL                :回库并卖出
STR_VEHICLE_LIST_SEND_SHIP_TO_DEPOT_SELL                        :回坞并卖出
STR_VEHICLE_LIST_SEND_AIRCRAFT_TO_HANGAR_SELL                   :回库并卖出

STR_VEHICLE_LIST_CHANGE_ORDER_STATION                           :转移调度任务去另一个车站
STR_VEHICLE_LIST_CHANGE_ORDER_WAYPOINT                          :转移调度任务去另一个路点
STR_VEHICLE_LIST_CHANGE_ORDER_TRAIN_DEPOT                       :转移调度任务去另一个车库
STR_VEHICLE_LIST_CHANGE_ORDER_ROAD_VEHICLE_DEPOT                :转移调度任务去另一个车库
STR_VEHICLE_LIST_CHANGE_ORDER_SHIP_DEPOT                        :转移调度任务去另一个船坞
STR_VEHICLE_LIST_CHANGE_ORDER_AIRCRAFT_HANGAR                   :转移调度任务去另一个机库

STR_GROUP_EXPAND_ALL                                            :{BLACK}展开全部
STR_GROUP_COLLAPSE_ALL                                          :{BLACK}折叠全部

STR_BUY_VEHICLE_TRAIN_LOCOMOTIVES                               :车头和动车
STR_BUY_VEHICLE_TRAIN_WAGONS                                    :车厢

STR_PURCHASE_INFO_DESIGNED                                      :{BLACK}设计日期: {GOLD}{NUM}

STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_BUTTON                        :购买后改装
STR_BUY_REFIT_VEHICLE_BUY_VEHICLE_TOOLTIP                       :在购买之后自动将高亮的载具改装为所选的货物类型

STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_BUTTON                     :{BLACK}购买车头
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_BUTTON                          :{BLACK}购买车厢
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_BUTTON               :{BLACK}购买并改装车头
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_BUTTON                    :{BLACK}购买并改装车厢
STR_BUY_VEHICLE_TRAIN_BUY_LOCOMOTIVE_TOOLTIP                    :{BLACK}购买选定的车头或动车，按住 Shift 键单击可以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_WAGON_TOOLTIP                         :{BLACK}购买选定的车厢，按住 Shift 键单击可以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_LOCOMOTIVE_TOOLTIP              :{BLACK}购买并改装选定的车头或动车，按住 Shift 键单击可以显示所需资金
STR_BUY_VEHICLE_TRAIN_BUY_REFIT_WAGON_TOOLTIP                   :{BLACK}购买并改装选定的车厢，按住 Shift 键单击可以显示所需资金
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_BUTTON                  :{BLACK}重命名车头
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_BUTTON                       :{BLACK}重命名车厢
STR_BUY_VEHICLE_TRAIN_RENAME_LOCOMOTIVE_TOOLTIP                 :{BLACK}重命名车头或动车
STR_BUY_VEHICLE_TRAIN_RENAME_WAGON_TOOLTIP                      :{BLACK}重命名车厢

STR_QUERY_RENAME_TRAIN_TYPE_LOCOMOTIVE_CAPTION                  :{WHITE}重命名车头类型
STR_QUERY_RENAME_TRAIN_TYPE_WAGON_CAPTION                       :{WHITE}重命名车厢类型

STR_VEHICLE_VIEW_SEND_TO_DEPOT_TOOLTIP_SHIFT                    :{STRING}. Shift+点击来选择
STR_VEHICLE_VIEW_SEND_TO_DEPOT_MENU                             :{BLACK}取消发送载具到车库/机库。Ctrl+点击来选择目录。Shift+点击来选择车库/机库

STR_VEHICLE_VIEW_TRAIN_CENTER_TOOLTIP_EXTRA                     :{STRING}{BLACK}{}Shift+点击以关闭/启用路径覆盖，即使窗口未聚焦

STR_VEHICLE_VIEW_ORDER_NUMBER                                   :{COMMA}: {STRING}

STR_VEHICLE_STATUS_LOADING_UNLOADING_ADVANCE                    :{STRING}，{VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL                              :{RED}损坏 - {STRING}，{LTBLUE} {VELOCITY}
STR_VEHICLE_STATUS_BROKEN_DOWN_VEL_SHORT                        :{RED}损坏 - {STRING}
STR_VEHICLE_STATUS_TRAIN_STUCK_WAIT_RESTRICTION                 :{ORANGE}等待寻路约束期限
STR_VEHICLE_STATUS_TRAIN_WAITING_TIMETABLE                      :{ORANGE}等待时刻表期限
STR_VEHICLE_STATUS_TRAIN_REVERSING                              :{ORANGE}换向中，{VELOCITY}
STR_VEHICLE_STATUS_TRAIN_MOVING_DEPOT                           :{ORANGE}正在移动至车库

STR_BREAKDOWN_TYPE_CRITICAL                                     :机械故障
STR_BREAKDOWN_TYPE_EM_STOP                                      :紧急停车
STR_BREAKDOWN_TYPE_LOW_SPEED                                    :速度限制至 {VELOCITY}
STR_BREAKDOWN_TYPE_LOW_POWER                                    :功率限制至{COMMA}%
STR_BREAKDOWN_TYPE_HIT_RV                                       :与车辆相撞
STR_BREAKDOWN_TYPE_BRAKES_OVERHEATED                            :刹车过热
STR_BREAKDOWN_TYPE_DEPOT                                        :正在前往 {STATION} 的机库维修
STR_BREAKDOWN_TYPE_LANDING                                      :正在前往 {STATION} 紧急降落

STR_ERROR_TRAIN_TOO_HEAVY                                       :{WHITE}{VEHICLE} 太重了

STR_VEHICLE_STATUS_HEADING_FOR_DEPOT_SELL_VEL                   :{CREAM}正在前往 {DEPOT} 以{PUSH_COLOUR}{RED}出售{POP_COLOUR}列车，{VELOCITY}

STR_VEHICLE_LOAD_THROUGH_ABORTED_INSUFFICIENT_TRACK             :{WHITE}{VEHICLE}: 由于{STATION}的轨道不匹配，无法通行
STR_VEHICLE_LOAD_THROUGH_ABORTED_DEPOT                          :{WHITE}{VEHICLE}: 由于{STATION}的车库，无法通行

STR_RUNNING                                                     :{LTBLUE}正在运行

STR_NEED_REPAIR                                                 :{ORANGE}载具需要维修，最大速度限制至 {VELOCITY}

STR_CURRENT_STATUS                                              :{BLACK}当前状态: {STRING}

STR_VEHICLE_INFO_TRAIN_LENGTH                                   :{BLACK}列车长度{LTBLUE}{DECIMAL}格{STRING}
STR_VEHICLE_INFO_WEIGHT_RATIOS                                  :{STRING} {STRING}
STR_VEHICLE_INFO_POWER_WEIGHT_RATIO                             :{BLACK}功率重量比: {LTBLUE}{POWER_WEIGHT_RATIO}
STR_VEHICLE_INFO_TE_WEIGHT_RATIO                                :{BLACK}最大T.E.重量比: {LTBLUE}{FORCE_WEIGHT_RATIO}
STR_VEHICLE_INFO_FULL_WEIGHT_WITH_RATIOS                        :{BLACK}最大重量: {LTBLUE}{WEIGHT_SHORT} {STRING}
STR_VEHICLE_INFO_MAX_SPEED_LOADED                               :{BLACK}最大速度 (完整) : {LTBLUE}{VELOCITY}

STR_VEHICLE_INFO_PROFIT_THIS_YEAR_LAST_YEAR_LIFETIME            :{STRING}(寿命: {CURRENCY_LONG})

STR_VEHICLE_INFO_GROUP                                          :{BLACK}载具组: {LTBLUE}{GROUP}

STR_VEHICLE_AUTO_GROUP_ROUTE                                    :{TOWN}到{TOWN}{STRING}
STR_VEHICLE_AUTO_GROUP_LOCAL_ROUTE                              :{TOWN}本地{STRING}
STR_VEHICLE_AUTO_GROUP_CARGO_LIST                               : ({CARGO_LIST})

STR_VEHICLE_INFO_SPEED_RESTRICTION                              :{BLACK}限速: {LTBLUE}{VELOCITY}
STR_VEHICLE_INFO_SPEED_ADAPTATION_EXEMPT                        :{BLACK}解除限速

STR_VEHICLE_DETAILS_TRAIN_ENGINE_BUILT_AND_VALUE_AND_SPEED      :{LTBLUE}{ENGINE}{BLACK}   构造年份:  {LTBLUE}{NUM}{BLACK} 价值: {LTBLUE}{CURRENCY_LONG} {BLACK}最高速度: {LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_WAGON_VALUE_AND_SPEED                 :{LTBLUE}{ENGINE}{BLACK}   价值: {LTBLUE}{CURRENCY_LONG} {BLACK}最高速度{LTBLUE}{VELOCITY}
STR_VEHICLE_DETAILS_TRAIN_TOTAL_WEIGHT                          :{BLACK}总重: {LTBLUE}{WEIGHT_SHORT} {BLACK}(空(- {LTBLUE}{WEIGHT_SHORT} {BLACK}(已装载)
STR_VEHICLE_DETAILS_TRAIN_MAX_SPEED                             :{BLACK}最高速度: {LTBLUE}{VELOCITY} {BLACK}(空(- {LTBLUE}{VELOCITY} {BLACK}(已装载)

STR_ORDER_DROP_CARGO_TYPE_LOAD                                  :以货物类型装载
STR_ORDER_DROP_CARGO_TYPE_UNLOAD                                :以货物类型卸载

STR_ORDER_REVERSE                                               :{BLACK}换向
STR_ORDER_REVERSE_TOOLTIP                                       :{BLACK}改变高亮调度计划的换向行为

STR_ORDER_DROP_SELL_DEPOT                                       :卖出载具

STR_ORDER_CONDITIONAL_VEHICLE_IN_SLOT                           :条目内载具

STR_ORDER_CONDITIONAL_NEXT_STATION                              :下一站
STR_ORDER_CONDITIONAL_CARGO_TOOLTIP                             :{BLACK}货物对比车站数据
STR_ORDER_CONDITIONAL_SLOT_TOOLTIP                              :{BLACK}列车槽位检查占用率:
STR_ORDER_CONDITIONAL_COUNTER_TOOLTIP                           :{BLACK}检查计数器值:
STR_ORDER_CONDITIONAL_TIME_DATE_TOOLTIP                         :{BLACK}当前时间日期域检查值:
STR_ORDER_CONDITIONAL_TIMETABLE_TOOLTIP                         :{BLACK}时刻表域检查值:
STR_ORDER_CONDITIONAL_SCHED_SELECT_TOOLTIP                      :{BLACK}要使用的调度时刻表
STR_ORDER_CONDITIONAL_SCHED_TEST_TOOLTIP                        :{BLACK}要测试的调度时刻表
STR_ORDER_CONDITIONAL_VIA                                       :{BLACK}经由
STR_ORDER_CONDITIONAL_VIA_TOOLTIP                               :{BLACK}经由站检查等待货物总量:
STR_ORDER_CONDITIONAL_STATION                                   :{BLACK}站
STR_ORDER_CONDITIONAL_STATION_TOOLTIP                           :{BLACK}站以检查

STR_ORDER_CONDITIONAL_COMPARATOR_ACCEPTS                        :接受
STR_ORDER_CONDITIONAL_COMPARATOR_DOES_NOT_ACCEPT                :不接受
STR_ORDER_CONDITIONAL_COMPARATOR_HAS                            :有
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_NO                         :没有
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_THAN                  :小于
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_LESS_EQUALS                :小于等于
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_THAN                  :大于
STR_ORDER_CONDITIONAL_COMPARATOR_HAS_MORE_EQUALS                :大于等于
STR_ORDER_CONDITIONAL_COMPARATOR_FULLY_OCCUPIED                 :已被完全占用
STR_ORDER_CONDITIONAL_COMPARATOR_NOT_YET_FULLY_OCCUPIED         :未被完全占用
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_EMPTY                :为空
STR_ORDER_CONDITIONAL_COMPARATOR_OCCUPANCY_NOT_EMPTY            :不为空
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_IN_SLOT                  :列车在
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_NOT_IN_SLOT              :列车不再
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_IN_ACQUIRE_SLOT          :列车将在
STR_ORDER_CONDITIONAL_COMPARATOR_TRAIN_NOT_IN_ACQUIRE_SLOT      :列车将不在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_IN_SLOT                :载具在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_NOT_IN_SLOT            :载具不在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_IN_ACQUIRE_SLOT        :载具将在
STR_ORDER_CONDITIONAL_COMPARATOR_VEHICLE_NOT_IN_ACQUIRE_SLOT    :载具将不在
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_FIRST         :是第一条
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_NOT_FIRST     :不是第一条
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_LAST          :是最后一条
STR_ORDER_CONDITIONAL_COMPARATOR_DISPATCH_SLOT_IS_NOT_LAST      :不是最后一条

STR_ORDERS_MANAGE_LIST                                          :{BLACK}管理列表
STR_ORDERS_MANAGE_LIST_TOOLTIP                                  :{BLACK}管理此调度列表

STR_ORDERS_MANAGE_ORDER                                         :{BLACK}管理调度计划
STR_ORDERS_MANAGE_ORDER_TOOLTIP                                 :{BLACK}管理此调度计划

STR_ORDER_REVERSE_ORDER_LIST                                    :反转调度列表
STR_ORDER_APPEND_REVERSED_ORDER_LIST                            :添加反转调度列表
STR_ORDER_DUPLICATE_ORDER                                       :复制调度计划
STR_ORDER_CHANGE_JUMP_TARGET                                    :改变跳转目标

STR_ORDER_RELEASE_SLOT_BUTTON                                   :释放条目
STR_ORDER_CHANGE_COUNTER_BUTTON                                 :更改计数器
STR_ORDER_RELEASE_SLOT_TOOLTIP                                  :{BLACK}释放列车条目

STR_ORDER_CHANGE_COUNTER_TOOLTIP                                :{BLACK}要更改的计数器

STR_ORDER_LABEL_TEXT                                            :标签: {STRING}
STR_ORDER_LABEL_TEXT_CAPTION                                    :{WHITE}标签
STR_ORDER_LABEL_TEXT_BUTTON                                     :Label
STR_ORDER_LABEL_TEXT_BUTTON_TOOLTIP                             :{BLACK}改变标签文本
STR_ORDER_LABEL_DEPARTURES_VIA_BUTTON                           :出发看板经由
STR_ORDER_LABEL_DEPARTURES_VIA                                  :出发看板: {STRING}: {STRING}
STR_ORDER_LABEL_DEPARTURES_SHOW_AS_VIA                          :作为经由显示
STR_ORDER_LABEL_DEPARTURES_REMOVE_VIA                           :移除先前站点的经由
STR_ORDER_LABEL_DEPARTURES_REMOVE_VIA_SHORT                     :移除经由
STR_ORDER_LABEL_DEPARTURES_VIA_TYPE_TOOLTIP                     :{BLACK}作为经由显示: 对于起点在此站之前且终点在此站之后的车次，在出发看板内将此站点/路点作为经由显示{}双重经由将显示两重{}{}移除先前站点的经由: 当显示此命令之前的调用点作为终点时，不将此站点显示为经由站点

STR_ORDERS_OCCUPANCY_BUTTON                                     :{BLACK}{STRING}%
STR_ORDERS_OCCUPANCY_BUTTON_TOOLTIP                             :{BLACK}显示运行平均负载率{}百分比显示的是调度占用的总平均数
STR_ORDERS_OCCUPANCY_LIST_TOOLTIP                               :{BLACK}调度占用——这展示了对于共享这些调度的载具的当离开车站时的最近的运行平均负载率等级
STR_ORDERS_OCCUPANCY_PERCENT                                    :{NUM}%

STR_ORDERS_NEW_GROUP_TOOLTIP                                    :{BLACK}从单个载具创建组
STR_ORDERS_VEH_WITH_SHARED_ORDERS_LIST_TOOLTIP_EXTRA            :{STRING}{}{BLACK}Ctrl+单击以创建组

STR_ORDER_GO_TO_WAYPOINT_REVERSE                                :经由并在{WAYPOINT}掉头
STR_ORDER_GO_NON_STOP_TO_WAYPOINT_REVERSE                       :经由 (不停) 并在{WAYPOINT}掉头
STR_ORDER_SELL_ORDER                                            : (卖出载具)
STR_ORDER_CARGO_TYPE_LOAD                                       : (以货物类型装载)
STR_ORDER_UNLOAD_CARGO_TYPE_LOAD                                : (卸载并以货物类型装载)
STR_ORDER_TRANSFER_CARGO_TYPE_LOAD                              : (联运并以货物类型装载)
STR_ORDER_NO_UNLOAD_CARGO_TYPE_LOAD                             : (不卸载并以货物类型装载)
STR_ORDER_CARGO_TYPE_UNLOAD                                     : (以货物类型卸载)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD                           : (以货物类型卸载并等待装满货物)
STR_ORDER_CARGO_TYPE_UNLOAD_FULL_LOAD_ANY                       : (以货物类型卸载并等待装满任意货物)
STR_ORDER_CARGO_TYPE_UNLOAD_NO_LOAD                             : (以货物类型卸载并空车离开)
STR_ORDER_CARGO_TYPE_UNLOAD_CARGO_TYPE_LOAD                     : (以货物类型卸载并以货物类型装载)
STR_ORDER_CARGO_TYPE_LOAD_REFIT                                 : (以货物类型装载，允许自动改装为运载 {STRING})
